feature,group,category,behavioural_candidate,explicit_missingness_flag,pooled_missing_frac,median_participant_missing_frac,n_participants_fully_missing,in_stage1_pool,in_stage1_valid_101,in_stage1_selected,in_primary_set,note
audio_naive:mfcc3:mean,audio_naive,audio_ambient,False,False,0.02542494156556582,0.009964570706097724,0,False,False,False,False,ambient sound MFCC; environment
audio_naive:mfcc4:mean,audio_naive,audio_ambient,False,False,0.02542494156556582,0.009964570706097724,0,False,False,False,False,ambient sound MFCC; environment
audio_naive:mfcc5:mean,audio_naive,audio_ambient,False,False,0.02542494156556582,0.009964570706097724,0,False,False,False,False,ambient sound MFCC; environment
audio_naive:mfcc6:mean,audio_naive,audio_ambient,False,False,0.02542494156556582,0.009964570706097724,0,False,False,False,False,ambient sound MFCC; environment
audio_naive:mfcc7:mean,audio_naive,audio_ambient,False,False,0.02542494156556582,0.009964570706097724,0,False,False,False,False,ambient sound MFCC; environment
audio_naive:mfcc8:mean,audio_naive,audio_ambient,False,False,0.02542494156556582,0.009964570706097724,0,False,False,False,False,ambient sound MFCC; environment
audio_naive:mfcc9:mean,audio_naive,audio_ambient,False,False,0.02542494156556582,0.009964570706097724,0,False,False,False,False,ambient sound MFCC; environment
audio_naive:mfcc10:mean,audio_naive,audio_ambient,False,False,0.02542494156556582,0.009964570706097724,0,False,False,False,False,ambient sound MFCC; environment
audio_naive:mfcc11:mean,audio_naive,audio_ambient,False,False,0.02542494156556582,0.009964570706097724,0,False,False,False,False,ambient sound MFCC; environment
audio_naive:mfcc12:mean,audio_naive,audio_ambient,False,False,0.02542494156556582,0.009964570706097724,0,False,False,False,False,ambient sound MFCC; environment
audio_naive:mfcc0:std,audio_naive,audio_ambient,False,False,0.02542494156556582,0.009964570706097724,0,False,False,False,False,ambient sound MFCC; environment
audio_naive:mfcc1:std,audio_naive,audio_ambient,False,False,0.02542494156556582,0.009964570706097724,0,False,False,False,False,ambient sound MFCC; environment
audio_naive:mfcc2:std,audio_naive,audio_ambient,False,False,0.02542494156556582,0.009964570706097724,0,False,False,False,False,ambient sound MFCC; environment
audio_naive:mfcc3:std,audio_naive,audio_ambient,False,False,0.02542494156556582,0.009964570706097724,0,False,False,False,False,ambient sound MFCC; environment
audio_naive:mfcc4:std,audio_naive,audio_ambient,False,False,0.02542494156556582,0.009964570706097724,0,False,False,False,False,ambient sound MFCC; environment
audio_naive:mfcc5:std,audio_naive,audio_ambient,False,False,0.02542494156556582,0.009964570706097724,0,False,False,False,False,ambient sound MFCC; environment
audio_naive:mfcc6:std,audio_naive,audio_ambient,False,False,0.02542494156556582,0.009964570706097724,0,False,False,False,False,ambient sound MFCC; environment
audio_naive:mfcc7:std,audio_naive,audio_ambient,False,False,0.02542494156556582,0.009964570706097724,0,False,False,False,False,ambient sound MFCC; environment
audio_naive:mfcc8:std,audio_naive,audio_ambient,False,False,0.02542494156556582,0.009964570706097724,0,False,False,False,False,ambient sound MFCC; environment
audio_naive:mfcc9:std,audio_naive,audio_ambient,False,False,0.02542494156556582,0.009964570706097724,0,False,False,False,False,ambient sound MFCC; environment
audio_naive:mfcc10:std,audio_naive,audio_ambient,False,False,0.02542494156556582,0.009964570706097724,0,False,False,False,False,ambient sound MFCC; environment
audio_naive:mfcc11:std,audio_naive,audio_ambient,False,False,0.02542494156556582,0.009964570706097724,0,False,False,False,False,ambient sound MFCC; environment
audio_naive:mfcc12:std,audio_naive,audio_ambient,False,False,0.02542494156556582,0.009964570706097724,0,False,False,False,False,ambient sound MFCC; environment
audio_properties:max_abs_value,audio_properties,audio_ambient,False,False,0.0195920984984603,0.003751895423629052,0,False,False,False,False,ambient sound level; environment
audio_properties:normalization_multiplier,audio_properties,audio_ambient,False,False,0.0195920984984603,0.003751895423629052,0,False,False,False,False,ambient sound level; environment
discrete:app_state:is_active,discrete,device_state,False,False,0.0,0.0,0,True,True,False,False,app/battery/ringer/wifi/call state and explicit *:missing flags
discrete:app_state:is_inactive,discrete,device_state,False,False,0.0,0.0,0,True,True,False,False,app/battery/ringer/wifi/call state and explicit *:missing flags
discrete:app_state:is_background,discrete,device_state,False,False,0.0,0.0,0,True,True,True,False,app/battery/ringer/wifi/call state and explicit *:missing flags
discrete:app_state:missing,discrete,device_state,False,True,0.0,0.0,0,True,True,True,False,app/battery/ringer/wifi/call state and explicit *:missing flags
discrete:battery_plugged:is_ac,discrete,device_state,False,False,0.0,0.0,0,True,True,False,False,app/battery/ringer/wifi/call state and explicit *:missing flags
discrete:battery_plugged:is_usb,discrete,device_state,False,False,0.0,0.0,0,True,True,False,False,app/battery/ringer/wifi/call state and explicit *:missing flags
discrete:battery_plugged:is_wireless,discrete,device_state,False,False,0.0,0.0,0,True,True,False,False,app/battery/ringer/wifi/call state and explicit *:missing flags
discrete:battery_plugged:missing,discrete,device_state,False,True,0.0,0.0,0,True,True,False,False,app/battery/ringer/wifi/call state and explicit *:missing flags
discrete:battery_state:is_unknown,discrete,device_state,False,False,0.0,0.0,0,True,True,False,False,app/battery/ringer/wifi/call state and explicit *:missing flags
discrete:battery_state:is_unplugged,discrete,device_state,False,False,0.0,0.0,0,True,True,False,False,app/battery/ringer/wifi/call state and explicit *:missing flags
discrete:battery_state:is_not_charging,discrete,device_state,False,False,0.0,0.0,0,True,True,False,False,app/battery/ringer/wifi/call state and explicit *:missing flags
discrete:battery_state:is_discharging,discrete,device_state,False,False,0.0,0.0,0,True,True,False,False,app/battery/ringer/wifi/call state and explicit *:missing flags
discrete:battery_state:is_charging,discrete,device_state,False,False,0.0,0.0,0,True,True,False,False,app/battery/ringer/wifi/call state and explicit *:missing flags
discrete:battery_state:is_full,discrete,device_state,False,False,0.0,0.0,0,True,True,False,False,app/battery/ringer/wifi/call state and explicit *:missing flags
discrete:battery_state:missing,discrete,device_state,False,True,0.0,0.0,0,True,True,False,False,app/battery/ringer/wifi/call state and explicit *:missing flags
discrete:on_the_phone:is_False,discrete,device_state,False,False,0.0,0.0,0,True,True,False,False,app/battery/ringer/wifi/call state and explicit *:missing flags
discrete:on_the_phone:is_True,discrete,device_state,False,False,0.0,0.0,0,True,True,False,False,app/battery/ringer/wifi/call state and explicit *:missing flags
discrete:on_the_phone:missing,discrete,device_state,False,True,0.0,0.0,0,True,True,False,False,app/battery/ringer/wifi/call state and explicit *:missing flags
discrete:ringer_mode:is_normal,discrete,device_state,False,False,0.0,0.0,0,True,True,False,False,app/battery/ringer/wifi/call state and explicit *:missing flags
discrete:ringer_mode:is_silent_no_vibrate,discrete,device_state,False,False,0.0,0.0,0,True,True,False,False,app/battery/ringer/wifi/call state and explicit *:missing flags
discrete:ringer_mode:is_silent_with_vibrate,discrete,device_state,False,False,0.0,0.0,0,True,True,False,False,app/battery/ringer/wifi/call state and explicit *:missing flags
discrete:ringer_mode:missing,discrete,device_state,False,True,0.0,0.0,0,True,True,True,False,app/battery/ringer/wifi/call state and explicit *:missing flags
discrete:wifi_status:is_not_reachable,discrete,device_state,False,False,0.0,0.0,0,True,True,True,False,app/battery/ringer/wifi/call state and explicit *:missing flags
discrete:wifi_status:is_reachable_via_wifi,discrete,device_state,False,False,0.0,0.0,0,True,True,True,False,app/battery/ringer/wifi/call state and explicit *:missing flags
discrete:wifi_status:is_reachable_via_wwan,discrete,device_state,False,False,0.0,0.0,0,True,True,False,False,app/battery/ringer/wifi/call state and explicit *:missing flags
discrete:wifi_status:missing,discrete,device_state,False,True,0.0,0.0,0,True,True,False,False,app/battery/ringer/wifi/call state and explicit *:missing flags
lf_measurements:light,lf_measurements,environment_device,False,False,0.6103523026612181,1.0,35,False,False,False,False,"light, pressure, humidity, temperature, battery level, screen"
lf_measurements:pressure,lf_measurements,environment_device,False,False,0.7159238470793383,1.0,42,False,False,False,False,"light, pressure, humidity, temperature, battery level, screen"
lf_measurements:proximity_cm,lf_measurements,environment_device,False,False,0.6061439633651874,1.0,34,False,False,False,False,"light, pressure, humidity, temperature, battery level, screen"
lf_measurements:proximity,lf_measurements,environment_device,False,False,0.41446576881694785,0.00016176603515030995,26,False,False,False,False,"light, pressure, humidity, temperature, battery level, screen"
lf_measurements:relative_humidity,lf_measurements,environment_device,False,False,0.9312593746853021,1.0,56,False,False,False,False,"light, pressure, humidity, temperature, battery level, screen"
lf_measurements:battery_level,lf_measurements,environment_device,False,False,0.0008453779820112046,6.147037128104254e-05,0,False,False,False,False,"light, pressure, humidity, temperature, battery level, screen"
lf_measurements:screen_brightness,lf_measurements,environment_device,False,False,0.41446576881694785,0.00016176603515030995,26,False,False,False,False,"light, pressure, humidity, temperature, battery level, screen"
lf_measurements:temperature_ambient,lf_measurements,environment_device,False,False,0.9299051798614534,1.0,56,False,False,False,False,"light, pressure, humidity, temperature, battery level, screen"
discrete:time_of_day:between0and6,discrete:time_of_day,time_of_day,False,False,0.0,0.0,0,True,True,False,False,"clock time; routine/context cue, not identity evidence"
discrete:time_of_day:between3and9,discrete:time_of_day,time_of_day,False,False,0.0,0.0,0,True,True,False,False,"clock time; routine/context cue, not identity evidence"
discrete:time_of_day:between6and12,discrete:time_of_day,time_of_day,False,False,0.0,0.0,0,True,True,False,False,"clock time; routine/context cue, not identity evidence"
discrete:time_of_day:between9and15,discrete:time_of_day,time_of_day,False,False,0.0,0.0,0,True,True,False,False,"clock time; routine/context cue, not identity evidence"
discrete:time_of_day:between12and18,discrete:time_of_day,time_of_day,False,False,0.0,0.0,0,True,True,False,False,"clock time; routine/context cue, not identity evidence"
discrete:time_of_day:between15and21,discrete:time_of_day,time_of_day,False,False,0.0,0.0,0,True,True,False,False,"clock time; routine/context cue, not identity evidence"
discrete:time_of_day:between18and24,discrete:time_of_day,time_of_day,False,False,0.0,0.0,0,True,True,False,False,"clock time; routine/context cue, not identity evidence"
discrete:time_of_day:between21and3,discrete:time_of_day,time_of_day,False,False,0.0,0.0,0,True,True,False,False,"clock time; routine/context cue, not identity evidence"
