enrolled_user,target,mechanism,distinct_calib_impostors,target_FAR,tolerance,n_candidates,n_rejected_unreachable,n_in_band,n_in_band_rejected_unreachable,n_eligible,achievable_min_FAR,achievable_max_FAR,achievable_min_FAR_reachable,achievable_max_FAR_reachable,feasible,chosen_index,chosen_params,calib_FAR,calib_FRR
4FC32141-E888-4BFF-8804-12559A491D8C,0.05,ewma,12,0.05,0.01,284,0,12,0,12,0.0,1.0,0.0,1.0,True,135.0,"{""theta"": 0.7583648844153046, ""alpha"": 0.5}",0.04861111111111111,0.008680555555555556
4FC32141-E888-4BFF-8804-12559A491D8C,0.05,majority_vote,12,0.05,0.01,355,0,8,0,8,0.0,0.9770833333333333,0.0,0.9770833333333333,True,195.0,"{""theta"": 0.7595402776495214, ""w"": 3, ""k"": 2}",0.044444444444444446,0.009027777777777777
4FC32141-E888-4BFF-8804-12559A491D8C,0.05,debounce,12,0.05,0.01,284,0,9,0,9,0.0,1.0,0.0,1.0,True,156.0,"{""theta"": 0.7595402776495214, ""n"": 2}",0.044444444444444446,0.009027777777777777
4FC32141-E888-4BFF-8804-12559A491D8C,0.05,margin_dual_threshold,12,0.05,0.01,284,41,2,1,1,0.0,1.0,0.0,1.0,True,230.0,"{""theta"": 0.8541416566626651, ""margin"": 0.2}",0.041666666666666664,0.2833333333333333
4FC32141-E888-4BFF-8804-12559A491D8C,0.05,hysteresis,12,0.05,0.01,852,64,9,3,6,0.0,1.0,0.0,1.0,True,650.0,"{""theta"": 0.8374349739895959, ""margin"": 0.05, ""ttt_frames"": 5}",0.05,0.3236111111111111
4FC32141-E888-4BFF-8804-12559A491D8C,0.05,trust_model,12,0.05,0.01,639,42,13,1,12,0.0,1.0,0.0,1.0,True,413.0,"{""theta"": 0.7961184473789515, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",0.04652777777777778,0.15104166666666666
4FC32141-E888-4BFF-8804-12559A491D8C,0.05,trust_model_single,12,0.05,0.01,639,0,15,0,15,0.0,1.0,0.0,1.0,True,421.0,"{""theta"": 0.8066226490596239, ""gain"": 0.6, ""decay"": 0.05, ""tau_lo"": 0.5, ""tau_hi"": 0.5}",0.04583333333333333,0.1375
4FC32141-E888-4BFF-8804-12559A491D8C,0.05,sprt,12,0.05,0.01,4725,225,162,16,146,0.0,0.34791666666666665,0.0,0.34791666666666665,True,11.0,"{""A"": 0.5, ""B"": 0.5, ""delta"": 0.20000000000000018}",0.04513888888888889,0.0010416666666666667
4FC32141-E888-4BFF-8804-12559A491D8C,0.03,instantaneous,12,0.03,0.01,74,0,6,0,6,0.0,0.9701388888888889,0.0,0.9701388888888889,True,35.0,"{""theta"": 0.7602164932639722}",0.02013888888888889,0.0010416666666666667
4FC32141-E888-4BFF-8804-12559A491D8C,0.03,moving_average,12,0.03,0.01,296,0,15,0,15,0.0,0.9965277777777778,0.0,0.9965277777777778,True,152.0,"{""theta"": 0.7608007895465879, ""w"": 3}",0.022916666666666665,0.010763888888888889
4FC32141-E888-4BFF-8804-12559A491D8C,0.03,ewma,12,0.03,0.01,296,0,16,0,16,0.0,1.0,0.0,1.0,True,163.0,"{""theta"": 0.7609583854054442, ""alpha"": 0.5}",0.022222222222222223,0.009375
4FC32141-E888-4BFF-8804-12559A491D8C,0.03,majority_vote,12,0.03,0.01,370,0,26,0,26,0.0,0.9770833333333333,0.0,0.9770833333333333,True,205.0,"{""theta"": 0.7616046418567427, ""w"": 3, ""k"": 2}",0.022222222222222223,0.009375
4FC32141-E888-4BFF-8804-12559A491D8C,0.03,debounce,12,0.03,0.01,296,0,13,0,13,0.0,1.0,0.0,1.0,True,164.0,"{""theta"": 0.7616046418567427, ""n"": 2}",0.02013888888888889,0.009375
4FC32141-E888-4BFF-8804-12559A491D8C,0.03,margin_dual_threshold,12,0.03,0.01,296,41,0,0,0,0.0,1.0,0.0,1.0,False,,null,,
4FC32141-E888-4BFF-8804-12559A491D8C,0.03,hysteresis,12,0.03,0.01,888,64,26,6,20,0.0,1.0,0.0,1.0,True,601.0,"{""theta"": 0.8102240896358543, ""margin"": 0.05, ""ttt_frames"": 3}",0.029861111111111113,0.1451388888888889
4FC32141-E888-4BFF-8804-12559A491D8C,0.03,trust_model,12,0.03,0.01,666,42,17,1,16,0.0,1.0,0.0,1.0,True,467.0,"{""theta"": 0.816253181272509, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",0.024305555555555556,0.2388888888888889
4FC32141-E888-4BFF-8804-12559A491D8C,0.03,trust_model_single,12,0.03,0.01,666,0,20,0,20,0.0,1.0,0.0,1.0,True,431.0,"{""theta"": 0.7812612645058024, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.5, ""tau_hi"": 0.5}",0.024305555555555556,0.035069444444444445
4FC32141-E888-4BFF-8804-12559A491D8C,0.03,sprt,12,0.03,0.01,4725,225,201,33,168,0.0,0.34791666666666665,0.0,0.34791666666666665,True,135.0,"{""A"": 0.5, ""B"": 3.999999999999999, ""delta"": -0.19999999999999996}",0.027083333333333334,0.001736111111111111
4FC32141-E888-4BFF-8804-12559A491D8C,0.07,instantaneous,12,0.07,0.01,65,0,6,0,6,0.0,0.9701388888888889,0.0,0.9701388888888889,True,26.0,"{""theta"": 0.751500600240096}",0.06111111111111111,0.0010416666666666667
4FC32141-E888-4BFF-8804-12559A491D8C,0.07,moving_average,12,0.07,0.01,260,0,12,0,12,0.0,0.9965277777777778,0.0,0.9965277777777778,True,116.0,"{""theta"": 0.7521008403361344, ""w"": 3}",0.06041666666666667,0.010416666666666666
4FC32141-E888-4BFF-8804-12559A491D8C,0.07,ewma,12,0.07,0.01,260,0,12,0,12,0.0,1.0,0.0,1.0,True,127.0,"{""theta"": 0.7523009203681472, ""alpha"": 0.5}",0.06041666666666667,0.007291666666666667
4FC32141-E888-4BFF-8804-12559A491D8C,0.07,majority_vote,12,0.07,0.01,325,0,20,0,20,0.0,0.9770833333333333,0.0,0.9770833333333333,True,150.0,"{""theta"": 0.7522008803521408, ""w"": 3, ""k"": 2}",0.06458333333333334,0.008680555555555556
4FC32141-E888-4BFF-8804-12559A491D8C,0.07,debounce,12,0.07,0.01,260,0,10,0,10,0.0,1.0,0.0,1.0,True,120.0,"{""theta"": 0.7522008803521408, ""n"": 2}",0.06458333333333334,0.008680555555555556
4FC32141-E888-4BFF-8804-12559A491D8C,0.07,margin_dual_threshold,12,0.07,0.01,260,41,0,0,0,0.0,1.0,0.0,1.0,False,,null,,
4FC32141-E888-4BFF-8804-12559A491D8C,0.07,hysteresis,12,0.07,0.01,780,64,27,2,25,0.0,1.0,0.0,1.0,True,470.0,"{""theta"": 0.7961184473789515, ""margin"": 0.05, ""ttt_frames"": 5}",0.06666666666666667,0.08958333333333333
4FC32141-E888-4BFF-8804-12559A491D8C,0.07,trust_model,12,0.07,0.01,585,42,8,0,8,0.0,1.0,0.0,1.0,True,367.0,"{""theta"": 0.8066226490596239, ""gain"": 0.6, ""decay"": 0.05, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",0.06388888888888888,0.18506944444444445
4FC32141-E888-4BFF-8804-12559A491D8C,0.07,trust_model_single,12,0.07,0.01,585,0,11,0,11,0.0,1.0,0.0,1.0,True,358.0,"{""theta"": 0.7961184473789515, ""gain"": 0.6, ""decay"": 0.05, ""tau_lo"": 0.5, ""tau_hi"": 0.5}",0.06111111111111111,0.09409722222222222
4FC32141-E888-4BFF-8804-12559A491D8C,0.07,sprt,12,0.07,0.01,4725,225,100,1,99,0.0,0.34791666666666665,0.0,0.34791666666666665,True,116.0,"{""A"": 0.5, ""B"": 2.8284271247461903, ""delta"": 0.20000000000000018}",0.06875,0.0020833333333333333
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.05,instantaneous,11,0.05,0.01,79,0,6,0,6,0.0,0.9694444444444444,0.0,0.9694444444444444,True,38.0,"{""theta"": 0.8510999336805789}",0.041666666666666664,0.0
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.05,moving_average,11,0.05,0.01,316,0,33,0,33,0.0,1.0,0.0,1.0,True,84.0,"{""theta"": 0.8345553990715285, ""w"": 3}",0.05,0.013194444444444444
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.05,ewma,11,0.05,0.01,316,0,41,0,41,0.0,1.0,0.0,1.0,True,79.0,"{""theta"": 0.8275695049888598, ""alpha"": 0.5}",0.05,0.013194444444444444
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.05,majority_vote,11,0.05,0.01,395,0,22,0,22,0.0,0.9868055555555556,0.0,0.9868055555555556,True,235.0,"{""theta"": 0.8615813828717053, ""w"": 3, ""k"": 2}",0.04097222222222222,0.00798611111111111
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.05,debounce,11,0.05,0.01,316,0,15,0,15,0.0,1.0,0.0,1.0,True,192.0,"{""theta"": 0.8631924231924233, ""n"": 2}",0.04027777777777778,0.00798611111111111
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.05,margin_dual_threshold,11,0.05,0.01,316,100,90,14,76,0.0,1.0,0.0,1.0,True,116.0,"{""theta"": 0.8472927518088809, ""margin"": 0.05}",0.04236111111111111,0.0
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.05,hysteresis,11,0.05,0.01,948,132,10,3,7,0.0,1.0,0.001388888888888889,1.0,True,625.0,"{""theta"": 0.8727114210985178, ""margin"": 0.05, ""ttt_frames"": 3}",0.04027777777777778,0.08229166666666667
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.05,trust_model,11,0.05,0.01,711,98,12,0,12,0.0,1.0,0.0,1.0,True,484.0,"{""theta"": 0.8772269882786012, ""gain"": 0.6, ""decay"": 0.05, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",0.04652777777777778,0.15416666666666667
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.05,trust_model_single,11,0.05,0.01,711,0,25,0,25,0.0,1.0,0.0,1.0,True,350.0,"{""theta"": 0.8510999336805789, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.5, ""tau_hi"": 0.5}",0.04375,0.03576388888888889
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.05,sprt,11,0.05,0.01,4725,0,1356,0,1356,0.003472222222222222,0.11944444444444445,0.003472222222222222,0.11944444444444445,True,28.0,"{""A"": 0.5, ""B"": 0.7071067811865476, ""delta"": -0.5999999999999999}",0.04236111111111111,0.0
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.03,instantaneous,11,0.03,0.01,77,0,7,0,7,0.0,0.9694444444444444,0.0,0.9694444444444444,True,38.0,"{""theta"": 0.8699382156349899}",0.02013888888888889,0.0
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.03,moving_average,11,0.03,0.01,308,0,28,0,28,0.0,1.0,0.0,1.0,True,116.0,"{""theta"": 0.854889325057067, ""w"": 3}",0.027777777777777776,0.01423611111111111
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.03,ewma,11,0.03,0.01,308,0,36,0,36,0.0,1.0,0.0,1.0,True,127.0,"{""theta"": 0.8567276954373728, ""alpha"": 0.5}",0.02361111111111111,0.016319444444444445
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.03,majority_vote,11,0.03,0.01,385,0,38,0,38,0.0,0.9868055555555556,0.0,0.9868055555555556,True,205.0,"{""theta"": 0.8718158031480613, ""w"": 3, ""k"": 2}",0.029861111111111113,0.00798611111111111
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.03,debounce,11,0.03,0.01,308,0,21,0,21,0.0,1.0,0.0,1.0,True,164.0,"{""theta"": 0.8718158031480613, ""n"": 2}",0.029861111111111113,0.00798611111111111
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.03,margin_dual_threshold,11,0.03,0.01,308,98,0,0,0,0.0,1.0,0.0,1.0,False,,null,,
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.03,hysteresis,11,0.03,0.01,924,132,36,11,25,0.0,1.0,0.001388888888888889,1.0,True,528.0,"{""theta"": 0.8719941065134613, ""margin"": 0.05, ""ttt_frames"": 2}",0.02361111111111111,0.05763888888888889
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.03,trust_model,11,0.03,0.01,693,96,16,3,13,0.0,1.0,0.0,1.0,True,485.0,"{""theta"": 0.8854984016274339, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",0.022222222222222223,0.20868055555555556
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.03,trust_model_single,11,0.03,0.01,693,0,29,0,29,0.0,1.0,0.0,1.0,True,305.0,"{""theta"": 0.8594826801988092, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.5, ""tau_hi"": 0.5}",0.029166666666666667,0.04097222222222222
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.03,sprt,11,0.03,0.01,4725,0,317,0,317,0.003472222222222222,0.11944444444444445,0.003472222222222222,0.11944444444444445,True,3.0,"{""A"": 0.5, ""B"": 0.5, ""delta"": -1.4}",0.02361111111111111,0.0
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.07,instantaneous,11,0.07,0.01,80,0,7,0,7,0.0,0.9694444444444444,0.0,0.9694444444444444,True,39.0,"{""theta"": 0.8448706771287415}",0.06041666666666667,0.0
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.07,moving_average,11,0.07,0.01,320,0,28,0,28,0.0,1.0,0.0,1.0,True,100.0,"{""theta"": 0.8195292066259808, ""w"": 3}",0.06041666666666667,0.0125
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.07,ewma,11,0.07,0.01,320,0,19,0,19,0.0,1.0,0.0,1.0,True,87.0,"{""theta"": 0.8179816541106864, ""alpha"": 0.5}",0.0625,0.012152777777777778
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.07,majority_vote,11,0.07,0.01,400,0,40,0,40,0.0,0.9868055555555556,0.0,0.9868055555555556,True,220.0,"{""theta"": 0.8481061706868158, ""w"": 3, ""k"": 2}",0.0625,0.00798611111111111
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.07,debounce,11,0.07,0.01,320,0,25,0,25,0.0,1.0,0.0,1.0,True,168.0,"{""theta"": 0.8472927518088809, ""n"": 2}",0.06180555555555556,0.00798611111111111
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.07,margin_dual_threshold,11,0.07,0.01,320,101,1,0,1,0.0,1.0,0.0,1.0,True,120.0,"{""theta"": 0.8242694803985127, ""margin"": 0.05}",0.06319444444444444,0.0
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.07,hysteresis,11,0.07,0.01,960,132,48,8,40,0.0,1.0,0.001388888888888889,1.0,True,492.0,"{""theta"": 0.8463250843896005, ""margin"": 0.05, ""ttt_frames"": 2}",0.06180555555555556,0.00798611111111111
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.07,trust_model,11,0.07,0.01,720,99,22,0,22,0.0,1.0,0.0,1.0,True,332.0,"{""theta"": 0.8408605131185776, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",0.06875,0.05659722222222222
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.07,trust_model_single,11,0.07,0.01,720,0,15,0,15,0.0,1.0,0.0,1.0,True,152.0,"{""theta"": 0.8144703015670757, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.5, ""tau_hi"": 0.5}",0.06944444444444445,0.025347222222222222
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.07,sprt,11,0.07,0.01,4725,0,597,0,597,0.003472222222222222,0.11944444444444445,0.003472222222222222,0.11944444444444445,True,11.0,"{""A"": 0.5, ""B"": 0.5, ""delta"": 0.20000000000000018}",0.06111111111111111,0.0
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.05,instantaneous,11,0.05,0.01,79,0,7,0,7,0.0,0.9694444444444444,0.0,0.9694444444444444,True,39.0,"{""theta"": 0.8310994865833575}",0.04027777777777778,0.0
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.05,moving_average,11,0.05,0.01,316,0,16,0,16,0.0,1.0,0.0,1.0,True,164.0,"{""theta"": 0.8330398885237594, ""w"": 3}",0.04722222222222222,0.013194444444444444
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.05,ewma,11,0.05,0.01,316,0,18,0,18,0.0,1.0,0.0,1.0,True,135.0,"{""theta"": 0.8282932063577225, ""alpha"": 0.5}",0.05,0.014930555555555556
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.05,majority_vote,11,0.05,0.01,395,0,17,0,17,0.0,0.9875,0.0,0.9875,True,230.0,"{""theta"": 0.837510562671853, ""w"": 3, ""k"": 2}",0.04791666666666667,0.00798611111111111
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.05,debounce,11,0.05,0.01,316,0,13,0,13,0.0,1.0,0.0,1.0,True,184.0,"{""theta"": 0.837510562671853, ""n"": 2}",0.04861111111111111,0.00798611111111111
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.05,margin_dual_threshold,11,0.05,0.01,316,103,2,1,1,0.0,1.0,0.0,1.0,True,209.0,"{""theta"": 0.8706771287416448, ""margin"": 0.1}",0.04791666666666667,0.07326388888888889
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.05,hysteresis,11,0.05,0.01,948,156,22,14,8,0.0,1.0,0.001388888888888889,1.0,True,689.0,"{""theta"": 0.8924731182795699, ""margin"": 0.1, ""ttt_frames"": 3}",0.04027777777777778,0.1736111111111111
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.05,trust_model,11,0.05,0.01,711,107,11,1,10,0.0,1.0,0.0,1.0,True,476.0,"{""theta"": 0.8706771287416448, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",0.05,0.11354166666666667
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.05,trust_model_single,11,0.05,0.01,711,0,14,0,14,0.0,1.0,0.0,1.0,True,467.0,"{""theta"": 0.8406567858180761, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.5, ""tau_hi"": 0.5}",0.04722222222222222,0.030555555555555555
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.05,sprt,11,0.05,0.01,4725,0,477,0,477,0.0,0.1423611111111111,0.0,0.1423611111111111,True,11.0,"{""A"": 0.5, ""B"": 0.5, ""delta"": 0.20000000000000018}",0.04027777777777778,0.0
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,instantaneous,11,0.03,0.01,79,0,6,0,6,0.0,0.9694444444444444,0.0,0.9694444444444444,True,38.0,"{""theta"": 0.8406103199974168}",0.02013888888888889,0.0
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,moving_average,11,0.03,0.01,316,0,18,0,18,0.0,1.0,0.0,1.0,True,160.0,"{""theta"": 0.8433153520766423, ""w"": 3}",0.02013888888888889,0.013541666666666667
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,ewma,11,0.03,0.01,316,0,18,0,18,0.0,1.0,0.0,1.0,True,159.0,"{""theta"": 0.8419395748105426, ""alpha"": 0.5}",0.020833333333333332,0.01597222222222222
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,majority_vote,11,0.03,0.01,395,0,30,0,30,0.0,0.9875,0.0,0.9875,True,235.0,"{""theta"": 0.8507216894313668, ""w"": 3, ""k"": 2}",0.021527777777777778,0.008333333333333333
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,debounce,11,0.03,0.01,316,0,19,0,19,0.0,1.0,0.0,1.0,True,188.0,"{""theta"": 0.8507216894313668, ""n"": 2}",0.021527777777777778,0.008333333333333333
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,margin_dual_threshold,11,0.03,0.01,316,106,1,0,1,0.0,1.0,0.0,1.0,True,196.0,"{""theta"": 0.8540868786901041, ""margin"": 0.05}",0.02361111111111111,0.0010416666666666667
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,hysteresis,11,0.03,0.01,948,156,25,13,12,0.0,1.0,0.001388888888888889,1.0,True,709.0,"{""theta"": 0.9022570958054829, ""margin"": 0.05, ""ttt_frames"": 3}",0.027777777777777776,0.16909722222222223
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,trust_model,11,0.03,0.01,711,110,18,3,15,0.0,1.0,0.0,1.0,True,503.0,"{""theta"": 0.8827860118182699, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",0.025694444444444443,0.12465277777777778
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,trust_model_single,11,0.03,0.01,711,0,36,0,36,0.0,1.0,0.0,1.0,True,395.0,"{""theta"": 0.8455753408495343, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.5, ""tau_hi"": 0.5}",0.029166666666666667,0.03298611111111111
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,sprt,11,0.03,0.01,4725,0,259,0,259,0.0,0.1423611111111111,0.0,0.1423611111111111,True,9.0,"{""A"": 0.5, ""B"": 0.5, ""delta"": -0.19999999999999996}",0.02013888888888889,0.0
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,instantaneous,11,0.07,0.01,80,0,8,0,8,0.0,0.9694444444444444,0.0,0.9694444444444444,True,39.0,"{""theta"": 0.8223694662404339}",0.06041666666666667,0.0
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,moving_average,11,0.07,0.01,320,0,22,0,22,0.0,1.0,0.0,1.0,True,172.0,"{""theta"": 0.8244696309212438, ""w"": 3}",0.06111111111111111,0.012847222222222222
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,ewma,11,0.07,0.01,320,0,15,0,15,0.0,1.0,0.0,1.0,True,123.0,"{""theta"": 0.8147258921452472, ""alpha"": 0.5}",0.06736111111111111,0.0125
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,majority_vote,11,0.07,0.01,400,0,19,0,19,0.0,0.9875,0.0,0.9875,True,235.0,"{""theta"": 0.8288647456389392, ""w"": 3, ""k"": 2}",0.06111111111111111,0.00798611111111111
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,debounce,11,0.07,0.01,320,0,10,0,10,0.0,1.0,0.0,1.0,True,188.0,"{""theta"": 0.8288647456389392, ""n"": 2}",0.06041666666666667,0.00798611111111111
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,margin_dual_threshold,11,0.07,0.01,320,91,4,1,3,0.0,1.0,0.0,1.0,True,112.0,"{""theta"": 0.8005086476054218, ""margin"": 0.05}",0.06666666666666667,0.0
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,hysteresis,11,0.07,0.01,960,156,20,8,12,0.0,1.0,0.001388888888888889,1.0,True,652.0,"{""theta"": 0.8747083405986632, ""margin"": 0.1, ""ttt_frames"": 2}",0.0625,0.10034722222222223
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,trust_model,11,0.07,0.01,720,95,9,0,9,0.0,1.0,0.0,1.0,True,484.0,"{""theta"": 0.8706771287416448, ""gain"": 0.6, ""decay"": 0.05, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",0.06875,0.12569444444444444
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,trust_model_single,11,0.07,0.01,720,0,6,0,6,0.0,1.0,0.0,1.0,True,492.0,"{""theta"": 0.8747083405986632, ""gain"": 0.6, ""decay"": 0.0, ""tau_lo"": 0.5, ""tau_hi"": 0.5}",0.06875,0.1440972222222222
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,sprt,11,0.07,0.01,4725,0,692,0,692,0.0,0.1423611111111111,0.0,0.1423611111111111,True,16.0,"{""A"": 0.5, ""B"": 0.5, ""delta"": 1.2000000000000002}",0.06527777777777778,0.0
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,instantaneous,12,0.05,0.01,75,0,6,0,6,0.0,0.9708333333333333,0.0,0.9708333333333333,True,34.0,"{""theta"": 0.9098015192740198}",0.041666666666666664,0.0
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,moving_average,12,0.05,0.01,300,0,29,0,29,0.0,1.0,0.0,1.0,True,108.0,"{""theta"": 0.9085581051538933, ""w"": 3}",0.04027777777777778,0.014583333333333334
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,ewma,12,0.05,0.01,300,0,14,0,14,0.0,1.0,0.0,1.0,True,71.0,"{""theta"": 0.9053207618388563, ""alpha"": 0.5}",0.04097222222222222,0.021875
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,majority_vote,12,0.05,0.01,375,0,35,0,35,0.0,1.0,0.0,1.0,True,205.0,"{""theta"": 0.9119984901624648, ""w"": 3, ""k"": 2}",0.04236111111111111,0.00798611111111111
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,debounce,12,0.05,0.01,300,0,15,0,15,0.0,1.0,0.0,1.0,True,164.0,"{""theta"": 0.9119984901624648, ""n"": 2}",0.041666666666666664,0.00798611111111111
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,margin_dual_threshold,12,0.05,0.01,300,149,4,4,0,0.0,1.0,0.0,1.0,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,hysteresis,12,0.05,0.01,900,340,58,10,48,0.0006944444444444445,1.0,0.002777777777777778,1.0,True,144.0,"{""theta"": 0.9023717031281946, ""margin"": 0.05, ""ttt_frames"": 2}",0.04375,0.009027777777777777
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,trust_model,12,0.05,0.01,675,115,17,4,13,0.0,1.0,0.0,1.0,True,430.0,"{""theta"": 0.9140276488998631, ""gain"": 0.6, ""decay"": 0.05, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",0.049305555555555554,0.15104166666666666
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,trust_model_single,12,0.05,0.01,675,0,57,0,57,0.0,1.0,0.0,1.0,True,116.0,"{""theta"": 0.9023717031281946, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.5, ""tau_hi"": 0.5}",0.04236111111111111,0.040625
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,sprt,12,0.05,0.01,4725,0,494,0,494,0.004166666666666667,0.12916666666666668,0.004166666666666667,0.12916666666666668,True,4.0,"{""A"": 0.5, ""B"": 0.5, ""delta"": -1.2}",0.04375,0.0
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.03,instantaneous,12,0.03,0.01,76,0,7,0,7,0.0,0.9708333333333333,0.0,0.9708333333333333,True,36.0,"{""theta"": 0.9143324473522797}",0.021527777777777778,0.0
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.03,moving_average,12,0.03,0.01,304,0,27,0,27,0.0,1.0,0.0,1.0,True,124.0,"{""theta"": 0.9124923328562666, ""w"": 3}",0.020833333333333332,0.014583333333333334
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.03,ewma,12,0.03,0.01,304,0,59,0,59,0.0,1.0,0.0,1.0,True,87.0,"{""theta"": 0.9095277039460233, ""alpha"": 0.5}",0.02847222222222222,0.02361111111111111
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.03,majority_vote,12,0.03,0.01,380,0,38,0,38,0.0,1.0,0.0,1.0,True,220.0,"{""theta"": 0.9170727170260394, ""w"": 3, ""k"": 2}",0.02013888888888889,0.00798611111111111
