enrolled_user,target,cell,margin,dwell,cell_class,distinct_calib_impostors,target_FAR,tolerance,n_candidates,n_rejected_unreachable,n_in_band,n_in_band_rejected_unreachable,n_eligible,achievable_min_FAR,achievable_max_FAR,achievable_min_FAR_reachable,achievable_max_FAR_reachable,feasible,chosen_index,chosen_params,calib_FAR,calib_FRR
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.05,m0_k10,0.0,10,dwell_only,11,0.05,0.01,79,0,2,0,2,0.0,1.0,0.0,1.0,True,70.0,"{""theta"": 0.9666464206141626, ""m"": 0.0, ""k"": 10}",0.049305555555555554,0.69375
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.05,m0.05_k1,0.05,1,margin_only,11,0.05,0.01,79,7,0,0,0,0.0,1.0,0.0,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.05,m0.05_k2,0.05,2,hysteresis,11,0.05,0.01,79,7,0,0,0,0.0,1.0,0.001388888888888889,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.05,m0.05_k3,0.05,3,hysteresis,11,0.05,0.01,79,7,0,0,0,0.0,1.0,0.00625,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.05,m0.05_k5,0.05,5,hysteresis,11,0.05,0.01,79,7,4,0,4,0.002777777777777778,1.0,0.02361111111111111,1.0,True,62.0,"{""theta"": 0.9223094061803739, ""m"": 0.05, ""k"": 5}",0.05,0.3732638888888889
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.05,m0.05_k10,0.05,10,hysteresis,11,0.05,0.01,79,7,5,5,0,0.035416666666666666,1.0,0.06111111111111111,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.05,m0.1_k1,0.1,1,margin_only,11,0.05,0.01,79,12,1,0,1,0.0,1.0,0.0,1.0,True,52.0,"{""theta"": 0.8706771287416448, ""m"": 0.1, ""k"": 1}",0.04791666666666667,0.07326388888888889
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.05,m0.1_k2,0.1,2,hysteresis,11,0.05,0.01,79,12,0,0,0,0.0006944444444444445,1.0,0.009027777777777777,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.05,m0.1_k3,0.1,3,hysteresis,11,0.05,0.01,79,12,1,0,1,0.004166666666666667,1.0,0.019444444444444445,1.0,True,57.0,"{""theta"": 0.8924731182795699, ""m"": 0.1, ""k"": 3}",0.04027777777777778,0.1736111111111111
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.05,m0.1_k5,0.1,5,hysteresis,11,0.05,0.01,79,12,5,2,3,0.022222222222222223,1.0,0.041666666666666664,1.0,True,64.0,"{""theta"": 0.9350368885014047, ""m"": 0.1, ""k"": 5}",0.05,0.5118055555555555
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.05,m0.1_k10,0.1,10,hysteresis,11,0.05,0.01,79,12,0,0,0,0.059722222222222225,1.0,0.09375,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.05,m0.2_k1,0.2,1,margin_only,11,0.05,0.01,79,20,1,1,0,0.0,1.0,0.05486111111111111,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.05,m0.2_k2,0.2,2,hysteresis,11,0.05,0.01,79,20,0,0,0,0.008333333333333333,1.0,0.07083333333333333,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.05,m0.2_k3,0.2,3,hysteresis,11,0.05,0.01,79,20,1,1,0,0.019444444444444445,1.0,0.08680555555555555,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.05,m0.2_k5,0.2,5,hysteresis,11,0.05,0.01,79,20,6,6,0,0.041666666666666664,1.0,0.13541666666666666,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.05,m0.2_k10,0.2,10,hysteresis,11,0.05,0.01,79,20,0,0,0,0.09375,1.0,0.2361111111111111,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,m0_k1,0.0,1,instantaneous,11,0.03,0.01,79,0,6,0,6,0.0,0.9694444444444444,0.0,0.9694444444444444,True,38.0,"{""theta"": 0.8406103199974168, ""m"": 0.0, ""k"": 1}",0.02013888888888889,0.0
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,m0_k2,0.0,2,dwell_only,11,0.03,0.01,79,0,7,0,7,0.0,0.9854166666666667,0.0,0.9854166666666667,True,47.0,"{""theta"": 0.8507216894313668, ""m"": 0.0, ""k"": 2}",0.021527777777777778,0.008333333333333333
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,m0_k3,0.0,3,dwell_only,11,0.03,0.01,79,0,9,0,9,0.0,0.9895833333333334,0.0,0.9895833333333334,True,53.0,"{""theta"": 0.8747083405986632, ""m"": 0.0, ""k"": 3}",0.029861111111111113,0.05625
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,m0_k5,0.0,5,dwell_only,11,0.03,0.01,79,0,2,0,2,0.0,0.9895833333333334,0.0,0.9895833333333334,True,69.0,"{""theta"": 0.960864089896348, ""m"": 0.0, ""k"": 5}",0.027083333333333334,0.60625
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,m0_k10,0.0,10,dwell_only,11,0.03,0.01,79,0,1,0,1,0.0,1.0,0.0,1.0,True,72.0,"{""theta"": 0.9753467790371015, ""m"": 0.0, ""k"": 10}",0.024305555555555556,0.74375
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,m0.05_k1,0.05,1,margin_only,11,0.03,0.01,79,7,1,0,1,0.0,1.0,0.0,1.0,True,49.0,"{""theta"": 0.8540868786901041, ""m"": 0.05, ""k"": 1}",0.02361111111111111,0.0010416666666666667
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,m0.05_k2,0.05,2,hysteresis,11,0.03,0.01,79,7,0,0,0,0.0,1.0,0.001388888888888889,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,m0.05_k3,0.05,3,hysteresis,11,0.03,0.01,79,7,7,0,7,0.0,1.0,0.00625,1.0,True,59.0,"{""theta"": 0.9022570958054829, ""m"": 0.05, ""k"": 3}",0.027777777777777776,0.16909722222222223
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,m0.05_k5,0.05,5,hysteresis,11,0.03,0.01,79,7,4,1,3,0.002777777777777778,1.0,0.02361111111111111,1.0,True,69.0,"{""theta"": 0.960864089896348, ""m"": 0.05, ""k"": 5}",0.027083333333333334,0.6864583333333333
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,m0.05_k10,0.05,10,hysteresis,11,0.03,0.01,79,7,0,0,0,0.035416666666666666,1.0,0.06111111111111111,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,m0.1_k1,0.1,1,margin_only,11,0.03,0.01,79,12,0,0,0,0.0,1.0,0.0,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,m0.1_k2,0.1,2,hysteresis,11,0.03,0.01,79,12,0,0,0,0.0006944444444444445,1.0,0.009027777777777777,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,m0.1_k3,0.1,3,hysteresis,11,0.03,0.01,79,12,2,0,2,0.004166666666666667,1.0,0.019444444444444445,1.0,True,63.0,"{""theta"": 0.9285091543156059, ""m"": 0.1, ""k"": 3}",0.02638888888888889,0.41215277777777776
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,m0.1_k5,0.1,5,hysteresis,11,0.03,0.01,79,12,7,7,0,0.022222222222222223,1.0,0.041666666666666664,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,m0.1_k10,0.1,10,hysteresis,11,0.03,0.01,79,12,0,0,0,0.059722222222222225,1.0,0.09375,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,m0.2_k1,0.2,1,margin_only,11,0.03,0.01,79,20,0,0,0,0.0,1.0,0.05486111111111111,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,m0.2_k2,0.2,2,hysteresis,11,0.03,0.01,79,20,1,1,0,0.008333333333333333,1.0,0.07083333333333333,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,m0.2_k3,0.2,3,hysteresis,11,0.03,0.01,79,20,4,4,0,0.019444444444444445,1.0,0.08680555555555555,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,m0.2_k5,0.2,5,hysteresis,11,0.03,0.01,79,20,0,0,0,0.041666666666666664,1.0,0.13541666666666666,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.03,m0.2_k10,0.2,10,hysteresis,11,0.03,0.01,79,20,0,0,0,0.09375,1.0,0.2361111111111111,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,m0_k1,0.0,1,instantaneous,11,0.07,0.01,80,0,8,0,8,0.0,0.9694444444444444,0.0,0.9694444444444444,True,39.0,"{""theta"": 0.8223694662404339, ""m"": 0.0, ""k"": 1}",0.06041666666666667,0.0
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,m0_k2,0.0,2,dwell_only,11,0.07,0.01,80,0,7,0,7,0.0,0.9854166666666667,0.0,0.9854166666666667,True,47.0,"{""theta"": 0.8288647456389392, ""m"": 0.0, ""k"": 2}",0.06041666666666667,0.00798611111111111
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,m0_k3,0.0,3,dwell_only,11,0.07,0.01,80,0,0,0,0,0.0,0.9895833333333334,0.0,0.9895833333333334,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,m0_k5,0.0,5,dwell_only,11,0.07,0.01,80,0,2,0,2,0.0,0.9895833333333334,0.0,0.9895833333333334,True,53.0,"{""theta"": 0.8706771287416448, ""m"": 0.0, ""k"": 5}",0.06597222222222222,0.03333333333333333
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,m0_k10,0.0,10,dwell_only,11,0.07,0.01,80,0,1,0,1,0.0,1.0,0.0,1.0,True,69.0,"{""theta"": 0.956117407730311, ""m"": 0.0, ""k"": 10}",0.06527777777777778,0.6055555555555555
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,m0.05_k1,0.05,1,margin_only,11,0.07,0.01,80,7,3,0,3,0.0,1.0,0.0,1.0,True,28.0,"{""theta"": 0.8005086476054218, ""m"": 0.05, ""k"": 1}",0.06666666666666667,0.0
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,m0.05_k2,0.05,2,hysteresis,11,0.07,0.01,80,7,0,0,0,0.0,1.0,0.001388888888888889,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,m0.05_k3,0.05,3,hysteresis,11,0.07,0.01,80,7,0,0,0,0.0,1.0,0.00625,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,m0.05_k5,0.05,5,hysteresis,11,0.07,0.01,80,7,5,0,5,0.002777777777777778,1.0,0.02361111111111111,1.0,True,55.0,"{""theta"": 0.8787174271045238, ""m"": 0.05, ""k"": 5}",0.06805555555555555,0.10451388888888889
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,m0.05_k10,0.05,10,hysteresis,11,0.07,0.01,80,7,2,0,2,0.035416666666666666,1.0,0.06111111111111111,1.0,True,71.0,"{""theta"": 0.9666464206141626, ""m"": 0.05, ""k"": 10}",0.06805555555555555,0.6836805555555555
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,m0.1_k1,0.1,1,margin_only,11,0.07,0.01,80,12,0,0,0,0.0,1.0,0.0,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,m0.1_k2,0.1,2,hysteresis,11,0.07,0.01,80,12,1,0,1,0.0006944444444444445,1.0,0.009027777777777777,1.0,True,54.0,"{""theta"": 0.8747083405986632, ""m"": 0.1, ""k"": 2}",0.0625,0.10034722222222223
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,m0.1_k3,0.1,3,hysteresis,11,0.07,0.01,80,12,1,0,1,0.004166666666666667,1.0,0.019444444444444445,1.0,True,57.0,"{""theta"": 0.8877264361135329, ""m"": 0.1, ""k"": 3}",0.06736111111111111,0.153125
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,m0.1_k5,0.1,5,hysteresis,11,0.07,0.01,80,12,3,0,3,0.022222222222222223,1.0,0.041666666666666664,1.0,True,61.0,"{""theta"": 0.9110723626852659, ""m"": 0.1, ""k"": 5}",0.06666666666666667,0.21875
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,m0.1_k10,0.1,10,hysteresis,11,0.07,0.01,80,12,3,3,0,0.059722222222222225,1.0,0.09375,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,m0.2_k1,0.2,1,margin_only,11,0.07,0.01,80,20,0,0,0,0.0,1.0,0.05486111111111111,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,m0.2_k2,0.2,2,hysteresis,11,0.07,0.01,80,20,1,1,0,0.008333333333333333,1.0,0.07083333333333333,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,m0.2_k3,0.2,3,hysteresis,11,0.07,0.01,80,20,0,0,0,0.019444444444444445,1.0,0.08680555555555555,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,m0.2_k5,0.2,5,hysteresis,11,0.07,0.01,80,20,4,4,0,0.041666666666666664,1.0,0.13541666666666666,1.0,False,,null,,
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.07,m0.2_k10,0.2,10,hysteresis,11,0.07,0.01,80,20,0,0,0,0.09375,1.0,0.2361111111111111,1.0,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,m0_k1,0.0,1,instantaneous,12,0.05,0.01,75,0,6,0,6,0.0,0.9708333333333333,0.0,0.9708333333333333,True,34.0,"{""theta"": 0.9098015192740198, ""m"": 0.0, ""k"": 1}",0.041666666666666664,0.0
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,m0_k2,0.0,2,dwell_only,12,0.05,0.01,75,0,4,0,4,0.0,0.9875,0.0,0.9875,True,41.0,"{""theta"": 0.9119984901624648, ""m"": 0.0, ""k"": 2}",0.041666666666666664,0.00798611111111111
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,m0_k3,0.0,3,dwell_only,12,0.05,0.01,75,0,7,0,7,0.0,0.9916666666666667,0.0,0.9916666666666667,True,47.0,"{""theta"": 0.9140276488998631, ""m"": 0.0, ""k"": 3}",0.04375,0.01597222222222222
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,m0_k5,0.0,5,dwell_only,12,0.05,0.01,75,0,3,0,3,0.0,1.0,0.0,1.0,True,52.0,"{""theta"": 0.9304702412594562, ""m"": 0.0, ""k"": 5}",0.04375,0.11180555555555556
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,m0_k10,0.0,10,dwell_only,12,0.05,0.01,75,0,1,0,1,0.0,1.0,0.0,1.0,True,65.0,"{""theta"": 0.9662645675730934, ""m"": 0.0, ""k"": 10}",0.04791666666666667,0.5878472222222222
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,m0.05_k1,0.05,1,margin_only,12,0.05,0.01,75,7,0,0,0,0.0,1.0,0.0,1.0,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,m0.05_k2,0.05,2,hysteresis,12,0.05,0.01,75,7,37,0,37,0.0006944444444444445,1.0,0.002777777777777778,1.0,True,12.0,"{""theta"": 0.9023717031281946, ""m"": 0.05, ""k"": 2}",0.04375,0.009027777777777777
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,m0.05_k3,0.05,3,hysteresis,12,0.05,0.01,75,7,1,0,1,0.001388888888888889,1.0,0.004861111111111111,1.0,True,54.0,"{""theta"": 0.9361071355551012, ""m"": 0.05, ""k"": 3}",0.04583333333333333,0.21041666666666667
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,m0.05_k5,0.05,5,hysteresis,12,0.05,0.01,75,7,1,0,1,0.002777777777777778,1.0,0.013194444444444444,1.0,True,61.0,"{""theta"": 0.9534859946841137, ""m"": 0.05, ""k"": 5}",0.05,0.3920138888888889
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,m0.05_k10,0.05,10,hysteresis,12,0.05,0.01,75,7,2,1,1,0.009027777777777777,1.0,0.04375,1.0,True,67.0,"{""theta"": 0.9720915968104682, ""m"": 0.05, ""k"": 10}",0.04375,0.6489583333333333
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,m0.1_k1,0.1,1,margin_only,12,0.05,0.01,75,15,0,0,0,0.0,1.0,0.00625,1.0,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,m0.1_k2,0.1,2,hysteresis,12,0.05,0.01,75,15,8,0,8,0.001388888888888889,1.0,0.029861111111111113,1.0,True,49.0,"{""theta"": 0.92046616233899, ""m"": 0.1, ""k"": 2}",0.04375,0.24479166666666666
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,m0.1_k3,0.1,3,hysteresis,12,0.05,0.01,75,15,0,0,0,0.004861111111111111,1.0,0.05694444444444444,1.0,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,m0.1_k5,0.1,5,hysteresis,12,0.05,0.01,75,15,1,1,0,0.013194444444444444,1.0,0.10902777777777778,1.0,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,m0.1_k10,0.1,10,hysteresis,12,0.05,0.01,75,15,1,1,0,0.04375,1.0,0.2465277777777778,1.0,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,m0.2_k1,0.2,1,margin_only,12,0.05,0.01,75,63,4,4,0,0.00625,1.0,0.05555555555555555,1.0,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,m0.2_k2,0.2,2,hysteresis,12,0.05,0.01,75,63,7,7,0,0.03125,1.0,0.14652777777777778,1.0,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,m0.2_k3,0.2,3,hysteresis,12,0.05,0.01,75,63,0,0,0,0.058333333333333334,1.0,0.16180555555555556,1.0,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,m0.2_k5,0.2,5,hysteresis,12,0.05,0.01,75,63,0,0,0,0.11458333333333333,1.0,0.23402777777777778,1.0,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.05,m0.2_k10,0.2,10,hysteresis,12,0.05,0.01,75,63,0,0,0,0.24791666666666667,1.0,0.3486111111111111,1.0,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.03,m0_k1,0.0,1,instantaneous,12,0.03,0.01,76,0,7,0,7,0.0,0.9708333333333333,0.0,0.9708333333333333,True,36.0,"{""theta"": 0.9143324473522797, ""m"": 0.0, ""k"": 1}",0.021527777777777778,0.0
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.03,m0_k2,0.0,2,dwell_only,12,0.03,0.01,76,0,9,0,9,0.0,0.9875,0.0,0.9875,True,44.0,"{""theta"": 0.9170727170260394, ""m"": 0.0, ""k"": 2}",0.02013888888888889,0.00798611111111111
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.03,m0_k3,0.0,3,dwell_only,12,0.03,0.01,76,0,6,0,6,0.0,0.9916666666666667,0.0,0.9916666666666667,True,51.0,"{""theta"": 0.9255381517072173, ""m"": 0.0, ""k"": 3}",0.02847222222222222,0.05451388888888889
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.03,m0_k5,0.0,5,dwell_only,12,0.03,0.01,76,0,9,0,9,0.0,1.0,0.0,1.0,True,58.0,"{""theta"": 0.9432631363729299, ""m"": 0.0, ""k"": 5}",0.029861111111111113,0.275
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.03,m0_k10,0.0,10,dwell_only,12,0.03,0.01,76,0,1,0,1,0.0,1.0,0.0,1.0,True,68.0,"{""theta"": 0.9720915968104682, ""m"": 0.0, ""k"": 10}",0.029861111111111113,0.6506944444444445
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.03,m0.05_k1,0.05,1,margin_only,12,0.03,0.01,76,7,0,0,0,0.0,1.0,0.0,1.0,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.03,m0.05_k2,0.05,2,hysteresis,12,0.03,0.01,76,7,5,0,5,0.0006944444444444445,1.0,0.002777777777777778,1.0,True,51.0,"{""theta"": 0.9255381517072173, ""m"": 0.05, ""k"": 2}",0.02847222222222222,0.07951388888888888
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.03,m0.05_k3,0.05,3,hysteresis,12,0.03,0.01,76,7,3,0,3,0.001388888888888889,1.0,0.004861111111111111,1.0,True,60.0,"{""theta"": 0.9485790226947455, ""m"": 0.05, ""k"": 3}",0.02847222222222222,0.3090277777777778
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.03,m0.05_k5,0.05,5,hysteresis,12,0.03,0.01,76,7,1,0,1,0.002777777777777778,1.0,0.013194444444444444,1.0,True,66.0,"{""theta"": 0.9662645675730934, ""m"": 0.05, ""k"": 5}",0.027083333333333334,0.55625
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.03,m0.05_k10,0.05,10,hysteresis,12,0.03,0.01,76,7,1,1,0,0.009027777777777777,1.0,0.04375,1.0,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.03,m0.1_k1,0.1,1,margin_only,12,0.03,0.01,76,15,0,0,0,0.0,1.0,0.00625,1.0,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.03,m0.1_k2,0.1,2,hysteresis,12,0.03,0.01,76,15,6,5,1,0.001388888888888889,1.0,0.029861111111111113,1.0,True,60.0,"{""theta"": 0.9485790226947455, ""m"": 0.1, ""k"": 2}",0.029861111111111113,0.4791666666666667
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.03,m0.1_k3,0.1,3,hysteresis,12,0.03,0.01,76,15,3,3,0,0.004861111111111111,1.0,0.05694444444444444,1.0,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.03,m0.1_k5,0.1,5,hysteresis,12,0.03,0.01,76,15,0,0,0,0.013194444444444444,1.0,0.10902777777777778,1.0,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.03,m0.1_k10,0.1,10,hysteresis,12,0.03,0.01,76,15,0,0,0,0.04375,1.0,0.2465277777777778,1.0,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.03,m0.2_k1,0.2,1,margin_only,12,0.03,0.01,76,64,3,3,0,0.00625,1.0,0.05555555555555555,1.0,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.03,m0.2_k2,0.2,2,hysteresis,12,0.03,0.01,76,64,0,0,0,0.03125,1.0,0.14652777777777778,1.0,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.03,m0.2_k3,0.2,3,hysteresis,12,0.03,0.01,76,64,0,0,0,0.058333333333333334,1.0,0.16180555555555556,1.0,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.03,m0.2_k5,0.2,5,hysteresis,12,0.03,0.01,76,64,0,0,0,0.11458333333333333,1.0,0.23402777777777778,1.0,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.03,m0.2_k10,0.2,10,hysteresis,12,0.03,0.01,76,64,0,0,0,0.24791666666666667,1.0,0.3486111111111111,1.0,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.07,m0_k1,0.0,1,instantaneous,12,0.07,0.01,75,0,6,0,6,0.0,0.9708333333333333,0.0,0.9708333333333333,True,36.0,"{""theta"": 0.9077331991255525, ""m"": 0.0, ""k"": 1}",0.06180555555555556,0.0
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.07,m0_k2,0.0,2,dwell_only,12,0.07,0.01,75,0,4,0,4,0.0,0.9875,0.0,0.9875,True,39.0,"{""theta"": 0.9082198071811648, ""m"": 0.0, ""k"": 2}",0.06805555555555555,0.007638888888888889
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.07,m0_k3,0.0,3,dwell_only,12,0.07,0.01,75,0,0,0,0,0.0,0.9916666666666667,0.0,0.9916666666666667,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.07,m0_k5,0.0,5,dwell_only,12,0.07,0.01,75,0,1,0,1,0.0,1.0,0.0,1.0,True,49.0,"{""theta"": 0.92046616233899, ""m"": 0.0, ""k"": 5}",0.06527777777777778,0.033680555555555554
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.07,m0_k10,0.0,10,dwell_only,12,0.07,0.01,75,0,3,0,3,0.0,1.0,0.0,1.0,True,59.0,"{""theta"": 0.9485790226947455, ""m"": 0.0, ""k"": 10}",0.06875,0.3836805555555556
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.07,m0.05_k1,0.05,1,margin_only,12,0.07,0.01,75,7,0,0,0,0.0,1.0,0.0,1.0,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.07,m0.05_k2,0.05,2,hysteresis,12,0.07,0.01,75,7,0,0,0,0.0006944444444444445,1.0,0.002777777777777778,1.0,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.07,m0.05_k3,0.05,3,hysteresis,12,0.07,0.01,75,7,15,0,15,0.001388888888888889,1.0,0.004861111111111111,1.0,True,35.0,"{""theta"": 0.9071764465344511, ""m"": 0.05, ""k"": 3}",0.06944444444444445,0.021875
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.07,m0.05_k5,0.05,5,hysteresis,12,0.07,0.01,75,7,4,0,4,0.002777777777777778,1.0,0.013194444444444444,1.0,True,55.0,"{""theta"": 0.9388673072991208, ""m"": 0.05, ""k"": 5}",0.06944444444444445,0.29444444444444445
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.07,m0.05_k10,0.05,10,hysteresis,12,0.07,0.01,75,7,2,0,2,0.009027777777777777,1.0,0.04375,1.0,True,65.0,"{""theta"": 0.9662645675730934, ""m"": 0.05, ""k"": 10}",0.06944444444444445,0.6041666666666666
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.07,m0.1_k1,0.1,1,margin_only,12,0.07,0.01,75,15,0,0,0,0.0,1.0,0.00625,1.0,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.07,m0.1_k2,0.1,2,hysteresis,12,0.07,0.01,75,15,0,0,0,0.001388888888888889,1.0,0.029861111111111113,1.0,False,,null,,
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.07,m0.1_k3,0.1,3,hysteresis,12,0.07,0.01,75,15,6,0,6,0.004861111111111111,1.0,0.05694444444444444,1.0,True,53.0,"{""theta"": 0.9331425066448579, ""m"": 0.1, ""k"": 3}",0.06944444444444445,0.33229166666666665
